"","sd_PC1_LDLDpre","sd_PC1_LDLDpost","sd_PC2_LDLDpre","sd_PC2_LDLDpost","sd_PC1_LDLDpre_vel","sd_PC1_LDLDpost_vel","sd_PC2_LDLDpre_vel","sd_PC2_LDLDpost_vel","sd_PC1_LDLDpre_acc","sd_PC1_LDLDpost_acc","sd_PC2_LDLDpre_acc","sd_PC2_LDLDpost_acc","PC1_movement_acc_sd_LDLD","PC2_movement_acc_sd_LDLD","PC1_movement_ori_sd_LDLD","PC2_movement_ori_sd_LDLD","PC1_movement_vel_sd_LDLD","PC2_movement_vel_sd_LDLD","PC1_movement_ori_sd_absLDLD","PC2_movement_ori_sd_absLDLD","PC1_movement_vel_sd_absLDLD","PC2_movement_vel_sd_absLDLD","PC1_movement_acc_sd_absLDLD","PC2_movement_acc_sd_absLDLD","distances_ori_sdLDLD","distances_vel_sdLDLD","distances_acc_sdLDLD"
"WxT_41.",0.33396288988958,0.21981359298159,-0.0145797553601278,0.0240473850997705,-0.0192033950803582,-0.00211759219646065,0.0186851082100717,0.0158049777004277,0.00125264810634588,0.00363663352760318,-0.0070520806126289,-0.00919189346482539,-0.0023839854212573,0.00213981285219649,0.114149296907989,-0.0386271404598983,-0.0170858028838976,0.00288013050964398,0.114149296907989,0.0386271404598983,0.0170858028838976,0.00288013050964398,0.0023839854212573,0.00213981285219649,0.120507750641596,0.0173268523379172,0.00320346461369447
"WxT_42.",0.199389739336475,0.182522755166894,0.00656913279851999,0.009351818074403,-0.00639476323996247,-0.00990587923808964,0.0050514711178856,0.00771931707529338,0.00305432482592322,0.00573170762865973,-0.00240229618021642,-0.0027356137718191,-0.00267738280273651,0.000333317591602683,0.0168669841695812,-0.002782685275883,0.00351111599812717,-0.00266784595740778,0.0168669841695812,0.002782685275883,0.00351111599812717,0.00266784595740778,0.00267738280273651,0.000333317591602683,0.0170949844200432,0.00440968679213859,0.00269805101680102
"WxT_44.",0.264741329543234,0.258744917594924,0.0518366344823232,0.0474432479508314,0.00758107704902849,0.00296726087059847,0.0273220517874205,0.0102724017988333,0.00281565504859694,0.000150743987849023,-0.0126616227892309,-0.00575152742268308,0.00266491106074792,-0.0069100953665478,0.00599641194831019,0.00439338653149177,0.00461381617843002,0.0170496499885872,0.00599641194831019,0.00439338653149177,0.00461381617843002,0.0170496499885872,0.00266491106074792,0.0069100953665478,0.00743362640095199,0.0176628951324995,0.00740615750146335
"WxT_45.",0.225916210070373,0.187682079950386,0.0455638757065395,0.023134311718009,0.00373452816556683,0.000514230509995959,0.0172514582744538,0.0161455681158962,0.00196612012114367,0.00447019867196814,-0.00400546231223099,-0.00616125882524725,-0.00250407855082447,0.00215579651301626,0.0382341301199865,0.0224295639885305,0.00322029765557087,0.0011058901585576,0.0382341301199865,0.0224295639885305,0.00322029765557087,0.0011058901585576,0.00250407855082447,0.00215579651301626,0.0443275765945719,0.00340489501060896,0.00330421972547714
"WxT_46.",0.210627785881722,0.284158191127734,0.0471821371638401,0.0446654359440513,0.00202912668051862,-0.000694538267520335,0.0110123037204285,0.0205613642553851,0.00303364941601466,0.00438374825860859,-0.00375316825316538,-0.00410180358547923,-0.00135009884259393,0.00034863533231385,-0.073530405246012,0.00251670121978888,0.00272366494803895,-0.00954906053495658,0.073530405246012,0.00251670121978888,0.00272366494803895,0.00954906053495658,0.00135009884259393,0.00034863533231385,0.0735734617961696,0.00992989968979754,0.00139438641692719
"WxT_47.",0.272223998251568,0.135743623329939,0.0165908580007107,0.019871558948496,0.00963392223187129,0.0017935346840042,0.042841824001129,-0.000663667830947967,-0.0039332062044415,0.00153489648145986,-0.0159425505100015,0.000174242508302953,-0.00546810268590136,-0.0161167930183045,0.13648037492163,-0.00328070094778525,0.00784038754786709,0.0435054918320769,0.13648037492163,0.00328070094778525,0.00784038754786709,0.0435054918320769,0.00546810268590136,0.0161167930183045,0.136519799800093,0.0442063286923,0.0170191411116551
"WxT_48.",0.193749044601341,0.209109605632038,0.0239593607322828,0.022595750394641,-0.00521952906094678,-0.00538088304619435,-0.00288886546801653,0.0124386308036327,0.000283593806928537,0.00405402910653556,0.00298366450301539,-0.0032293320534878,-0.00377043529960702,0.00621299655650319,-0.0153605610306972,0.0013636103376418,0.000161353985247569,-0.0153274962716492,0.0153605610306972,0.0013636103376418,0.000161353985247569,0.0153274962716492,0.00377043529960702,0.00621299655650319,0.0154209684628008,0.0153283455423596,0.00726756551808397
"WxT_49.",0.262330495075716,0.148249783631375,0.0172816991833206,0.023424103953744,-0.000494359209686974,-0.00384001390329231,0.0201948062915128,0.00850345180019862,-0.00431181557464809,0.00180527300110082,-0.00823004972717277,-0.00455172566154296,-0.00611708857574891,-0.00367832406562981,0.11408071144434,-0.00614240477042342,0.00334565469360534,0.0116913544913142,0.11408071144434,0.00614240477042342,0.00334565469360534,0.0116913544913142,0.00611708857574891,0.00367832406562981,0.114245953363831,0.0121606404095515,0.00713784565365133
"WxT_5.",0.375684358748188,0.223507981797505,-0.0622602734563709,-0.0175154594741253,-0.0200426725332907,-0.013327373029694,0.0638950282609105,0.0253649678095659,0.024035102580222,0.0138914302459672,-0.0156273025640265,-0.00339356027827512,0.0101436723342548,-0.0122337422857514,0.152176376950683,-0.0447448139822456,-0.00671529950359675,0.0385300604513446,0.152176376950683,0.0447448139822456,0.00671529950359675,0.0385300604513446,0.0101436723342548,0.0122337422857514,0.158618246365739,0.0391108783563765,0.0158920904458447
"WxT_50.",0.21731415275656,0.143839625540538,0.00169108353589426,0.0152600118734101,-0.00785014084944212,-0.00154285229003304,0.00408733535154359,0.0138329530955225,-0.00650252734842027,0.000480773340975507,0.00145026549428553,-0.00547428247607043,-0.00698330068939578,0.00692454797035596,0.0734745272160219,-0.0135689283375159,-0.00630728855940907,-0.00974561774397895,0.0734745272160219,0.0135689283375159,0.00630728855940907,0.00974561774397895,0.00698330068939578,0.00692454797035596,0.0747169456405077,0.0116085724438197,0.00983442184941628
"WxT_51.",0.217639681441582,0.19163983559476,0.0326394508457369,0.0189336639157544,0.000632412122728443,-0.00425392828235782,0.0116364618047751,0.00994364443783562,0.00120023185943511,0.00261394093039337,-0.00310795255665649,-0.00322807828019516,-0.00141370907095826,0.000120125723538673,0.0259998458468225,0.0137057869299825,0.00488634040508627,0.00169281736693949,0.0259998458468225,0.0137057869299825,0.00488634040508627,0.00169281736693949,0.00141370907095826,0.000120125723538673,0.0293911649893061,0.00517126224361041,0.00141880355467745
"WxT_52.",0.235730222999402,0.208548546946791,-0.00240845113618126,0.00685239449152252,-0.00635194258023594,-0.00613449983599342,-0.000648582380423062,0.0114742631202037,-0.00382081426399416,0.00302437397599884,-0.000661783060530141,-0.00282862978557369,-0.006845188239993,0.00216684672504355,0.0271816760526114,-0.00926084562770378,-0.000217442744242522,-0.0121228455006268,0.0271816760526114,0.00926084562770378,0.000217442744242522,0.0121228455006268,0.006845188239993,0.00216684672504355,0.0287159672441879,0.0121247954365874,0.00717996008141901
"WxT_55.",0.281654868821306,0.219415293068661,0.0563304135008819,0.0323240362681577,0.00240532319824563,2.40260908483313e-06,0.00897761207887949,-0.00952219014299271,0.00296264662539623,-0.00428671712294919,-0.00213524828617338,0.00631693116825746,0.00724936374834543,-0.00845217945443084,0.0622395757526446,0.0240063772327241,0.0024029205891608,0.0184998022218722,0.0622395757526446,0.0240063772327241,0.0024029205891608,0.0184998022218722,0.00724936374834543,0.00845217945443084,0.0667088520191214,0.0186552059652581,0.0111351970025558
"WxT_56.",0.156106429626468,0.193566162638162,0.00612751494566522,-0.000856365293160956,-0.00415597690760484,-0.0126834161412244,0.0136772449966563,0.0119508524730348,0.00350831125396357,0.00736571022265409,-0.00122478833816203,4.03868802923474e-05,-0.00385739896869052,-0.00126517521845438,-0.0374597330116935,0.00698388023882618,0.00852743923361957,0.00172639252362149,0.0374597330116935,0.00698388023882618,0.00852743923361957,0.00172639252362149,0.00385739896869052,0.00126517521845438,0.0381051988644283,0.00870043970318113,0.0040595806602463
"WxT_57.",0.208297611349947,0.174273469753471,0.0189686347143128,0.0526300956694721,0.00583425575664829,0.00282945259741237,0.0134408197003703,0.00238302802693234,-0.00436370960594574,0.00411425471025626,-0.00597270944671242,-0.000344839453816453,-0.008477964316202,-0.00562786999289597,0.0340241415964759,-0.0336614609551594,0.00300480315923592,0.011057791673438,0.0340241415964759,0.0336614609551594,0.00300480315923592,0.011057791673438,0.008477964316202,0.00562786999289597,0.0478616356282646,0.0114587782384907,0.0101758930617285
"WxT_58.",0.17836480065961,0.158781100839145,0.00186096106990753,0.00878314351325493,-0.00890886155706918,-0.00406426627648952,0.00406300866753694,0.00601964824898671,0.00164700725968912,0.00410309983237256,0.00140743384865176,-0.000435604150852072,-0.00245609257268344,0.00184303799950383,0.0195836998204644,-0.00692218244334741,-0.00484459528057966,-0.00195663958144977,0.0195836998204644,0.00692218244334741,0.00484459528057966,0.00195663958144977,0.00245609257268344,0.00184303799950383,0.0207710834680583,0.00522480065498298,0.00307069695561216
"WxT_59.",0.243166064318857,0.279037762976814,0.0144039730149657,0.0938913153195799,-0.00201153917411715,0.00540029705780738,0.0160341633176735,0.0119170364054616,0.000972246303822232,0.00339277270805113,-0.00566819878936634,-0.00234085193578897,-0.0024205264042289,-0.00332734685357737,-0.0358716986579572,-0.0794873423046142,-0.00741183623192452,0.0041171269122119,0.0358716986579572,0.0794873423046142,0.00741183623192452,0.0041171269122119,0.0024205264042289,0.00332734685357737,0.0872067448725052,0.00847856416736517,0.00411463062225281
"WxT_6.",0.211477414852956,0.188836548409714,0.0796190330744381,0.0403172483580758,0.00993336488808636,0.00443230613554159,0.0144441881030148,0.016715818761207,-0.00350169520360776,0.00642367143369926,-0.00727802555725369,-0.00298152541857993,-0.00992536663730702,-0.00429650013867376,0.0226408664432417,0.0393017847163623,0.00550105875254477,-0.00227163065819217,0.0226408664432417,0.0393017847163623,0.00550105875254477,0.00227163065819217,0.00992536663730702,0.00429650013867376,0.0453567978939431,0.00595163450206647,0.0108153971876483
"WxT_61.",0.283708820785419,0.236676067510652,0.0123035206374268,0.0253165190309242,-0.00447471771689305,-0.00307087439783843,0.00758139047908267,0.00560513730489013,0.00127122841203972,-0.000380459542842131,-0.000613952608639378,-0.00346557918957373,0.00165168795488185,0.00285162658093435,0.0470327532747666,-0.0130129983934974,-0.00140384331905462,0.00197625317419254,0.0470327532747666,0.0130129983934974,0.00140384331905462,0.00197625317419254,0.00165168795488185,0.00285162658093435,0.0487997746695026,0.00242411894777471,0.00329542823581293
"WxT_62.",0.201584011848565,0.212855376323288,0.00731866874088395,0.0633540861028491,-0.0056454029482934,0.00196816649510285,0.0214953322794195,0.0139476391645346,0.00435507502804701,0.000148803217044112,-0.00777969483063676,-0.00651636812980971,0.0042062718110029,-0.00126332670082704,-0.0112713644747229,-0.0560354173619651,-0.00761356944339624,0.00754769311488485,0.0112713644747229,0.0560354173619651,0.00761356944339624,0.00754769311488485,0.0042062718110029,0.00126332670082704,0.0571577786136906,0.0107207327653429,0.00439189217775894
"WxT_63.",0.209788528352575,0.213147051846333,-0.014258189786327,0.0198516077252337,-0.0185077884375888,-0.00586262353476181,0.00444553539064768,0.00569436483274454,0.0109328731446587,0.00309953720961903,0.00256675421183162,-0.00190000151506814,0.00783333593503969,0.00446675572689976,-0.00335852349375762,-0.0341097975115606,-0.012645164902827,-0.00124882944209685,0.00335852349375762,0.0341097975115606,0.012645164902827,0.00124882944209685,0.00783333593503969,0.00446675572689976,0.0342747423963739,0.0127066821159237,0.00901737537174625
"WxT_64.",0.217908594937216,0.216476991904987,-0.00996934764162822,0.0240880052995544,-0.00692594812480826,0.00253267508703294,0.00774457065784355,0.0145134473592058,0.00169444036235372,0.00353240493511219,-0.00322859711581694,-0.00795626847181003,-0.00183796457275846,0.00472767135599309,0.00143160303222886,-0.0340573529411827,-0.00945862321184119,-0.00676887670136224,0.00143160303222886,0.0340573529411827,0.00945862321184119,0.00676887670136224,0.00183796457275846,0.00472767135599309,0.0340874284245992,0.0116311325700392,0.0050723752050684
"WxT_65.",0.293030191536038,0.249028106373531,0.00885015042060076,0.0452092969520562,-0.00179582340351751,-0.00252137733683971,0.0204550117468829,0.00319451053241119,-0.00161974898823655,-0.00029794632882293,-0.004272401014363,-0.000952471996722117,-0.00132180265941363,-0.00331992901764088,0.0440020851625069,-0.0363591465314555,0.000725553933322192,0.0172605012144718,0.0440020851625069,0.0363591465314555,0.000725553933322192,0.0172605012144718,0.00132180265941363,0.00331992901764088,0.0570803909862604,0.0172757439980147,0.0035733864824011
"WxT_66.",0.287451638243127,0.253997972131659,-0.0119750184738308,0.0432012741587761,-0.0159035461602204,0.00288529284342918,0.0171568479919592,0.00326442928204588,0.0102762639406868,0.00422464801254291,-0.00387084465023058,0.00355569829751892,0.00605161592814392,-0.00742654294774951,0.0334536661114682,-0.0551762926326068,-0.0187888390036496,0.0138924187099134,0.0334536661114682,0.0551762926326068,0.0187888390036496,0.0138924187099134,0.00605161592814392,0.00742654294774951,0.0645257393989147,0.0233670658987519,0.0095799580112093
"WxT_68.",0.238886248352212,0.272953075930311,0.00182380513155077,0.0255197301777091,-0.00710527271277491,-0.00472178402609975,0.00975884928420369,0.00348891872469971,0.00319020845016849,0.00671078482044528,-0.00257601569607347,0.000734318759243263,-0.00352057637027679,-0.00331033445531673,-0.0340668275780993,-0.0236959250461584,-0.00238348868667516,0.00626993055950398,0.0340668275780993,0.0236959250461584,0.00238348868667516,0.00626993055950398,0.00352057637027679,0.00331033445531673,0.0414975373369204,0.00670768570674792,0.00483247060880958
"WxT_69.",0.25846292774755,0.235839289618254,-0.0499167423537408,0.0667856329033574,-0.0146536581577208,0.0118789813895719,-0.00455764038481355,0.000125039120182944,3.58922142110089e-05,-0.00906380372026381,0.000389759084060747,0.00118380076848943,0.00909969593447482,-0.000794041684428684,0.0226236381292961,-0.116702375257098,-0.0265326395472927,-0.00468267950499649,0.0226236381292961,0.116702375257098,0.0265326395472927,0.00468267950499649,0.00909969593447482,0.000794041684428684,0.118875032672357,0.0269426882232095,0.00913427437164594
"WxT_71.",0.198443241348426,0.243845415723168,-0.0276491112028765,0.0339128283409729,-0.0132480799885562,-0.00568358728509859,0.0152827841923593,0.00906054062400195,0.00612938995995739,0.00431692607104017,-0.0039021548777928,-0.000945826184363906,0.00181246388891722,-0.00295632869342889,-0.0454021743747416,-0.0615619395438494,-0.00756449270345762,0.00622224356835736,0.0454021743747416,0.0615619395438494,0.00756449270345762,0.00622224356835736,0.00181246388891722,0.00295632869342889,0.0764933319862262,0.00979478763856717,0.00346769443466692
"WxT_73.",0.211019816987283,0.207086551041425,0.0184839278433417,0.0294868680531098,0.00242130002924435,-0.00201299734331254,0.0178525628919023,0.0221038814517302,-0.000950925021375443,0.00562404853999479,-0.00600375413077242,-0.00531857478310565,-0.00657497356137023,-0.000685179347666771,0.00393326594585794,-0.0110029402097681,0.0044342973725569,-0.00425131855982794,0.00393326594585794,0.0110029402097681,0.0044342973725569,0.00425131855982794,0.00657497356137023,0.000685179347666771,0.011684830947026,0.00614302064829693,0.00661057849746803
"WxT_74.",0.195036667576195,0.205696078974897,0.0331343879503208,0.0231508951200579,0.00244782617851868,-0.00651445956603777,0.0107847230080857,-0.00512414790866601,-9.35229755669158e-05,0.00202499602186721,-0.00416402624984668,0.00371555635938954,-0.00211851899743412,-0.00787958260923622,-0.0106594113987017,0.00998349283026291,0.00896228574455645,0.0159088709167518,0.0106594113987017,0.00998349283026291,0.00896228574455645,0.0159088709167518,0.00211851899743412,0.00787958260923622,0.0146045602624209,0.01825964785019,0.00815940836324958
"WxT_76.",0.263890998094789,0.247572518367296,-0.00917515199606739,0.0505455959048116,-0.0137404993228035,0.0014868713385644,0.0117207354110383,0.0174643519577016,0.00674204025523114,0.00267153607938517,-0.00460564234674833,-0.0031583133709722,0.00407050417584597,-0.00144732897577613,0.0163184797274937,-0.059720747900879,-0.0152273706613679,-0.00574361654666333,0.0163184797274937,0.059720747900879,0.0152273706613679,0.00574361654666333,0.00407050417584597,0.00144732897577613,0.0619101002297442,0.0162745798192701,0.0043201580306397
"WxT_77.",0.256839221948039,0.22369206609001,-0.0213171245321706,0.039222481502329,-0.0169899325165132,-0.00130626349418106,0.0146779818757752,-0.00704139368097842,0.0111086366390918,-0.00102915641147887,0.000764663166572849,0.00787958721310817,0.0121377930505707,-0.00711492404653532,0.0331471558580288,-0.0605396060344996,-0.0156836690223321,0.0217193755567537,0.0331471558580288,0.0605396060344996,0.0156836690223321,0.0217193755567537,0.0121377930505707,0.00711492404653532,0.0690201263421683,0.0267900867594222,0.0140694052584482
"WxT_78.",0.26510835412074,0.148518194556033,0.0192906274589114,0.0151592703625839,-0.000997642623978949,-0.00162683428391092,0.00409491753411859,0.00458069180645318,-0.00336711814398845,0.0016391859895822,0.00476108494977703,-0.00261843745076436,-0.00500630413357065,0.00737952240054139,0.116590159564707,0.00413135709632753,0.000629191659931975,-0.000485774272334591,0.116590159564707,0.00413135709632753,0.000629191659931975,0.000485774272334591,0.00500630413357065,0.00737952240054139,0.116663333651929,0.00079489545764846,0.00891742294263868
"WxT_9.",0.361777255936728,0.270321300411451,0.000380949746528352,0.0239980594461214,-0.0141668656436556,-0.0062264979350575,0.0183731920515152,0.01291416125053,0.00984337982006261,0.00366940062459794,-0.0136963970209623,-0.00622542254809454,0.00617397919546466,-0.00747097447286775,0.0914559555252775,-0.023617109699593,-0.00794036770859808,0.00545903080098523,0.0914559555252775,0.023617109699593,0.00794036770859808,0.00545903080098523,0.00617397919546466,0.00747097447286775,0.0944561256436243,0.0096358941792577,0.0096919285325611
